Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,13
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_363_355,11,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_361_352_1_127_409_365_361_352_1_127_409_365_361_352_1_127_409_365_361_352_1_127_409,11
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356,12
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356,12
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,10,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,10
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,12,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,12
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,14,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376,14
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_30_236_376,12,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_30_236_376,12
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_302_389_382,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,12
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_21_84_81_117_301_382,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,13
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,13
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,13
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,13
15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,12,15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32,12
15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,12,15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32_13_15_34_32,12
34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,11,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,11
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,11,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,11
206_196_195_180_315_185_179_418_251_164_174_159_167_166_391,12,206_196_195_180_315_185_179_418_251_164_174_159_167_166_391,12
236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10,238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10
238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10,238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10
283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,13,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,13
283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,13,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,13
287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10,287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,11,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,11
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,12,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,12
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,12,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,12
376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10,376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,11,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,11
15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13,15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13
21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
48_45_43_38_36_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,48_45_42_47_355_20_23_73_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10
144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10
144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10
144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,11,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,11
144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,11,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,11
176_177_189_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,176_177_189_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10
198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12,200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13
206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,13
236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,11,238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,11
245_238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10,245_238_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10
248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
323_28_143_65_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,323_28_143_65_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
336_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,336_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,13,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,13
367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,13,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,13
376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10,376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,10
390_344_168_374_156_157_176_177_189_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,390_344_168_374_155_164_174_159_167_166_392,10
390_344_168_374_156_157_176_177_189_191_193_180_315_185_179_418_251_164_174_159_167_166_392,10,390_344_168_374_155_164_174_159_167_166_392,10
393_95_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,393_94_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
395_7_340_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11,395_7_340_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,11
395_7_340_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,395_7_340_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,10
400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12,400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,12
404_55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12,404_55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,12
374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_21_84_81_117_302_388_387_403_398,10,374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306_0_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372,10
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_238_399,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240,11
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_238_399,12,324_326_280_397_385_90_88_0_365_361_352_1_127_409_366_351_248_30_237_233_235_245_239_240_0_365_361_352_1_127_409_366_351_248_30_237_233_235_245_239_240_0_365_361_352_1_127_409_366_351_248,12
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_238_399,13,324_326_280_397_385_90_88_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240,13
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_238_400,12,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239,12
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_163_258_162_415,11,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_163_258_162_415,11
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_163_258_162_415,11,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_163_258_162_415,11
15_34_33_30_236_376_231_198_196_195_180_315_185_179_417,10,15_34_33_30_236_376_231_198_196_195_180_315_185_179_417,10
283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_417,13,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391_0,13
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_417,11,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_163_259_256_255_159_167_166_391_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_163_259,11
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_417,13,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167,13
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_417,13,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167,13
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_417,13,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167,13
